Participant,Age,Sex,Handedness,Condition,Cue,SOA,Resp,RT,Q1.Awareness,Q2.PAS,Q3.Surprise,MergedConds,MainConds,outlier
35,24,female,right,16,No,150,2,295,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA150_NoCue_1Horiz,NoCue,NO
35,24,female,right,18,No,17,2,291,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA17_NoCue_1Horiz,NoCue,NO
35,24,female,right,24,Left,-217,8,169,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA217_Incongr_1Vert,Vert1st,NO
35,24,female,right,7,No,-150,8,197,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA150_NoCue_1Vert,NoCue,NO
35,24,female,right,14,No,0,2,357,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA0_NoCue_NoBias,NoCue,NO
35,24,female,right,23,Right,0,8,464,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA0_Incongr_Bias8,Horiz1st,NO
35,24,female,right,27,Left,-17,2,614,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA17_Incongr_1Vert,Vert1st,NO
35,24,female,right,30,Right,-150,8,256,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA150_Incongr_1Vert,Vert1st,NO
35,24,female,right,34,Left,217,2,279,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA217_Incongr_1Horiz,Horiz1st,NO
35,24,female,right,10,No,-217,8,316,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA217_NoCue_1Vert,NoCue,NO
35,24,female,right,2,No,150,2,274,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA150_NoCue_1Horiz,NoCue,NO
35,24,female,right,30,Right,-150,8,347,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA150_Incongr_1Vert,Vert1st,NO
35,24,female,right,31,Right,-83,8,306,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA83_Incongr_1Vert,Vert1st,NO
35,24,female,right,8,No,-83,8,283,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA83_NoCue_1Vert,NoCue,NO
35,24,female,right,8,No,-83,8,277,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA83_NoCue_1Vert,NoCue,NO
35,24,female,right,19,Right,217,8,683,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA217_Incongr_1Horiz,Horiz1st,NO
35,24,female,right,25,Left,-150,8,210,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA150_Incongr_1Vert,Vert1st,NO
35,24,female,right,9,No,-17,8,322,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA17_NoCue_1Vert,NoCue,NO
35,24,female,right,13,No,-17,2,382,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA17_NoCue_1Vert,NoCue,NO
35,24,female,right,18,No,17,2,407,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA17_NoCue_1Horiz,NoCue,NO
35,24,female,right,3,No,83,8,332,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA83_NoCue_1Horiz,NoCue,NO
35,24,female,right,22,Right,17,8,343,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA17_Incongr_1Horiz,Horiz1st,NO
35,24,female,right,29,Right,-217,2,522,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA217_Incongr_1Vert,Vert1st,NO
35,24,female,right,13,No,-17,2,398,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA17_NoCue_1Vert,NoCue,NO
35,24,female,right,36,Left,83,2,292,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA83_Incongr_1Horiz,Horiz1st,NO
35,24,female,right,2,No,150,8,394,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA150_NoCue_1Horiz,NoCue,NO
35,24,female,right,8,No,-83,8,208,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA83_NoCue_1Vert,NoCue,NO
35,24,female,right,29,Right,-217,8,632,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA217_Incongr_1Vert,Vert1st,NO
35,24,female,right,1,No,217,2,335,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA217_NoCue_1Horiz,NoCue,NO
35,24,female,right,11,No,-150,2,468,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA150_NoCue_1Vert,NoCue,NO
35,24,female,right,7,No,-150,8,549,{SHIFT}Het{SPACE}enige{SPACE}wat{SPACE}ik{SPACE}heb{SPACE}gemerkt{SPACE}is{SPACE}dat{SPACE}het{SPACE}soms{SPACE}heel{SPACE}moeilijk{SPACE}was{SPACE}om{SPACE}te{SPACE}kiezen{SPACE}omdat{SPACE}de{SPACE}stimuli{SPACE}soms{SPACE}tegelijk{SPACE}werden{SPACE}gepresenteerd{.}{SPACE}{SHIFT}Soms{SPACE}ging{SPACE}het{SPACE}ook{SPACE}zo{SPACE}snel{SPACE}dat{SPACE}ik{SPACE}wel{SPACE}eens{SPACE}moest{SPACE}gokken{SPACE}omdat{SPACE}ik{SPACE}het{SPACE}niet{SPACE}zag{.}{LEFTARROW}{LEFTARROW}{LEFTARROW}{UPARROW}{UPARROW}{ENTER},1,5,SOA150_NoCue_1Vert,NoCue,NO
